"padacchedah","anvaya","spart"
"कोपात् वा यदि वा मोहात् भर्तारम् असित-ईक्षणे वसिष्ठम् कोपयित्वा त्वम् वा कल्याणी अरुन्धती असि (आगता)","कोपात् त्वम् वा कल्याणी अरुन्धती असि (आगता) वा यदि वा मोहात् भर्तारम् असित-ईक्षणे वसिष्ठम् कोपयित्वा","कोपाद् वा यदि वा मोहाद् भर्तारमसितेक्षणे। वसिष्ठं कोपयित्वा त्वं वासि कल्याण्यरुन्धती॥"
"कः नु पुत्रः पिता भ्राता भर्ता वा ते सुमध्यमे अस्मात् लोकात् अमुम् लोकम् गतम् त्वम् अनुशोचसि (अस्ति)","कः अस्मात् लोकात् अमुम् लोकम् गतम् त्वम् अनुशोचसि (अस्ति) नु पुत्रः पिता भ्राता भर्ता वा ते सुमध्यमे","को नु पुत्रः पिता भ्राता भर्ता वा ते सुमध्यमे। अस्माल्लोकादमुं लोकं गतं त्वमनुशोचसि॥"
"रोदनात् अतिनिःश्वासाद् भूमि-संस्पर्शनात् अपि न त्वाम् देवीम् अहम् मन्ये राज्ञः सञ्ज्ञा-अवधारणात् व्यञ्जनानि हि ते यानि लक्षणानि च लक्षये महिषी भूमि-पालस्य राज-कन्या च मे मता .","रोदनात् राज्ञः सञ्ज्ञा-अवधारणात् व्यञ्जनानि हि ते यानि लक्षणानि च लक्षये महिषी अतिनिःश्वासाद् भूमि-पालस्य राज-कन्या च मे मता . भूमि-संस्पर्शनात् अपि न त्वाम् देवीम् अहम् मन्ये","रोदनादतिनिःश्वासाद् भूमिसंस्पर्शनादपि। न त्वां देवीमहं मन्ये राज्ञः संज्ञावधारणात् ।। व्यञ्जनानि हि ते यानि लक्षणानि च लक्षये। महिषी भूमिपालस्य राजकन्या च मे मता॥"
"रावणेन जन-स्थानात् बलात् प्रमथिता यदि सीता त्वम् असि भद्रम् ते तत् मम आचक्ष्व पृच्छतः (अस्तु)","रावणेन ते तत् मम आचक्ष्व पृच्छतः (अस्तु) जन-स्थानात् बलात् प्रमथिता यदि सीता त्वम् असि भद्रम्","रावणेन जनस्थानाद् बलात् प्रमथिता यदि। सीता त्वमसि भद्रं ते तन्ममाचक्ष्व पृच्छतः॥"
"यथा हि तव वै दैन्यम् रूपम् च अपि अतिमानुषम् तपसा च अन्वितः वेषः त्वम् राम-महिषी ध्रुवम् सा तस्य वचनम् श्रुत्वा राम-कीर्तन-हर्षिता उवाच वाक्यम् वैदेही हनूमन्तम् द्रुम-आश्रितम् (असि) (अस्ति)","यथा तपसा च अन्वितः वेषः त्वम् राम-महिषी ध्रुवम् सा तस्य वचनम् हि श्रुत्वा राम-कीर्तन-हर्षिता उवाच वाक्यम् वैदेही हनूमन्तम् द्रुम-आश्रितम् (असि) (अस्ति) तव वै दैन्यम् रूपम् च अपि अतिमानुषम्","यथा हि तव वै दैन्यं रूपं चाप्यतिमानुषम्। तपसा चान्वितो वेषस्त्वं राममहिषी ध्रुवम् ।।  सा तस्य वचनं श्रुत्वा रामकीर्तनहर्षिता। उवाच वाक्यं वैदेही हनूमन्तं द्रुमाश्रितम्॥"
"पृथिव्याम् राज-सिंहानाम् मुख्यस्य विदित-आत्मनः स्नुषा दशरथस्य अहम् शत्रुसैन्य-प्रणाशिनः दुहिता जनकस्य अहम् वैदेहस्य महा-आत्मनः सीता इति नाम्ना च उक्ता अहम् भार्या रामस्य धीमतः (अस्मि)","पृथिव्याम् जनकस्य अहम् वैदेहस्य महा-आत्मनः सीता इति नाम्ना च उक्ता अहम् राज-सिंहानाम् भार्या रामस्य धीमतः (अस्मि) मुख्यस्य विदित-आत्मनः स्नुषा दशरथस्य अहम् शत्रुसैन्य-प्रणाशिनः दुहिता","पृथिव्यां राजसिंहानां मुख्यस्य विदितात्मनः। स्नुषा दशरथस्याहं शत्रुसैन्यप्रणाशिनः ।। दुहिता जनकस्याहं वैदेहस्य महात्मनः। सीतेति नाम्ना चोक्ताहं भार्या रामस्य धीमतः॥"
"समाः द्वादश तत्र अहम् राघवस्य निवेशने भुञ्जाना मानुषान् भोगान् सर्व-काम-समृद्धिनी (अवसम्)","समाः सर्व-काम-समृद्धिनी (अवसम्) द्वादश तत्र अहम् राघवस्य निवेशने भुञ्जाना मानुषान् भोगान्","समा द्वादश तत्राहं राघवस्य निवेशने। भुञ्जाना मानुषान् भोगान् सर्वकामसमृद्धिनी॥"
"ततः त्रयोदशे वर्षे राज्ये च इक्ष्वाकु-नन्दनम् अभिषेचयितुम् राजा सोपाध्यायः प्रचक्रमे तस्मिन् सम्भ्रियमाणे तु राघवस्य अभिषेचने कैकेयी नाम भर्तारम् इदम् वचनम् अब्रवीत् .","ततः प्रचक्रमे तस्मिन् सम्भ्रियमाणे तु राघवस्य अभिषेचने कैकेयी नाम भर्तारम् इदम् त्रयोदशे वचनम् अब्रवीत् . वर्षे राज्ये च इक्ष्वाकु-नन्दनम् अभिषेचयितुम् राजा सोपाध्यायः","ततस्त्रयोदशे वर्षे राज्ये चेक्ष्वाकुनन्दनम्। अभिषेचयितुं राजा सोपाध्यायः प्रचक्रमे ।। तस्मिन् सम्भ्रियमाणे तु राघवस्याभिषेचने। कैकेयी नाम भर्तारमिदं वचनमब्रवीत्॥"
"न पिबेयम् न खादेयम् प्रत्यहम् मम भोजनम् एषः मे जीवितस्य अन्तः रामः यदि अभिषिच्यते (तर्हि)","न जीवितस्य अन्तः रामः यदि अभिषिच्यते (तर्हि) पिबेयम् न खादेयम् प्रत्यहम् मम भोजनम् एषः मे","न पिबेयं न खादेयं प्रत्यहं मम भोजनम्। एष मे जीवितस्यान्तो रामो यद्यभिषिच्यते॥"
"यत् तत् उक्तम् त्वया वाक्यम् प्रीत्या नृपति-सत्तम तत् चेत् न वितथम् कार्यम् वनम् गच्छतु राघवः .","यत् न वितथम् कार्यम् वनम् गच्छतु राघवः . तत् उक्तम् त्वया वाक्यम् प्रीत्या नृपति-सत्तम तत् चेत्","यत् तदुक्तं त्वया वाक्यं प्रीत्या नृपतिसत्तम। तच्चेन्न वितथं कार्यं वनं गच्छतु राघवः॥"
"सः राजा सत्य-वाक् देव्याः वर-दानम् अनुस्मरन् मुमोह वचनम् श्रुत्वा कैकेय्याः क्रूरम् अप्रियम् .","सः कैकेय्याः क्रूरम् अप्रियम् . राजा सत्य-वाक् देव्याः वर-दानम् अनुस्मरन् मुमोह वचनम् श्रुत्वा","स राजा सत्यवाग् देव्या वरदानमनुस्मरन्। मुमोह वचनं श्रुत्वा कैकेय्याः क्रूरमप्रियम्॥"
"ततः तम् स्थविरः राजा सत्य-धर्मे व्यवस्थितः ज्येष्ठम् यशस्विनम् पुत्रम् रुदन् राज्यम् अयाचत .","ततः रुदन् राज्यम् अयाचत . तम् स्थविरः राजा सत्य-धर्मे व्यवस्थितः ज्येष्ठम् यशस्विनम् पुत्रम्","ततस्तं स्थविरो राजा सत्यधर्मे व्यवस्थितः। ज्येष्ठं यशस्विनं पुत्रं रुदन् राज्यमयाचत॥"
"सः पितुः वचनम् श्रीमान् अभिषेकात् परम् प्रियम् मनसा पूर्वम् आसाद्य वाचा प्रतिगृहीतवान् .","सः आसाद्य वाचा प्रतिगृहीतवान् . पितुः वचनम् श्रीमान् अभिषेकात् परम् प्रियम् मनसा पूर्वम्","स पितुर्वचनं श्रीमानभिषेकात् परं प्रियम्। मनसा पूर्वमासाद्य वाचा प्रतिगृहीतवान्॥"
"दद्यात् न प्रतिगृह्णीयात् सत्यम् ब्रूयात् न च अनृतम् अपि जीवित-हेतोः हि रामः सत्य-पराक्रमः सः विहाय उत्तरीयाणि महा-अर्हाणि महायशाः विसृज्य मनसा राज्यम् जनन्यै माम् समादिशत् (यत्) (तत्) (ब्रूयात्)","दद्यात् जीवित-हेतोः हि रामः सत्य-पराक्रमः सः विहाय उत्तरीयाणि महा-अर्हाणि महायशाः विसृज्य न मनसा राज्यम् जनन्यै माम् समादिशत् (यत्) (तत्) (ब्रूयात्) प्रतिगृह्णीयात् सत्यम् ब्रूयात् न च अनृतम् अपि","दद्यान्न प्रतिगृह्णीयात् सत्यं ब्रूयान्न चानृतम्। अपि जीवितहेतोर्हि रामः सत्यपराक्रमः ।। स विहायोत्तरीयाणि महार्हाणि महायशाः। विसृज्य मनसा राज्यं जनन्यै मां समादिशत्॥"
"सा अहम् तस्य अग्रतः तूर्णम् प्रस्थिता वन-चारिणी न हि मे तेन हीनायाः वासः स्वर्गे अपि रोचते प्राक् एव तु महाभागः सौमित्रिः मित्र-नन्दनः पूर्वजस्य अनुयात्रा-अर्थे कुश-चीरैः अलङ्कृतः (प्रस्थितः)","सा मे तेन हीनायाः वासः स्वर्गे अपि रोचते प्राक् एव तु अहम् महाभागः सौमित्रिः मित्र-नन्दनः पूर्वजस्य अनुयात्रा-अर्थे कुश-चीरैः अलङ्कृतः (प्रस्थितः) तस्य अग्रतः तूर्णम् प्रस्थिता वन-चारिणी न हि","साहं तस्याग्रतस्तूर्णं प्रस्थिता वनचारिणी। नहि मे तेन हीनाया वासः स्वर्गेऽपि रोचते ।। प्रागेव तु महाभागः सौमित्रिर्मित्रनन्दनः। पूर्वजस्यानुयात्रार्थे कुशचीरैरलंकृतः॥"
"ते वयम् भर्तुः आदेशम् बहुमान्य दृढ-व्रताः प्रविष्टाः स्म पुरा अदृष्टम् वनम् गम्भीर-दर्शनम् वसतः दण्डक-आरण्ये तस्य अहम् अमित-ओजसः रक्षसा अपहृता भार्या रावणेन दुरात्मना .","ते अदृष्टम् वनम् गम्भीर-दर्शनम् वसतः दण्डक-आरण्ये तस्य अहम् अमित-ओजसः रक्षसा अपहृता वयम् भार्या रावणेन दुरात्मना . भर्तुः आदेशम् बहुमान्य दृढ-व्रताः प्रविष्टाः स्म पुरा","ते वयं भर्तुरादेशं बहुमान्य दृढव्रताः। प्रविष्टाः स्म पुरादृष्टं वनं गम्भीरदर्शनम् ।। वसतो दण्डकारण्ये तस्याहममितौजसः। रक्षसापहृता भार्या रावणेन दुरात्मना॥"
"द्वौ मासौ तेन मे कालः जीवित-अनुग्रहः कृतः ऊर्ध्वम् द्वाभ्याम् तु मासाभ्याम् ततः त्यक्ष्यामि जीवितम् .","द्वौ तु मासाभ्याम् ततः त्यक्ष्यामि जीवितम् . मासौ तेन मे कालः जीवित-अनुग्रहः कृतः ऊर्ध्वम् द्वाभ्याम्","द्वौ मासौ तेन मे कालो जीवितानुग्रहः कृतः। ऊर्ध्वं द्वाभ्यां तु मासाभ्यां ततस्त्यक्ष्यामि जीवितम्॥"
"तस्याः तत् वचनम् श्रुत्वा हनूमान् हरि-पुङ्गवः दुःखात् दुःख-अभिभूतायाः सान्त्वम् उत्तरम् अब्रवीत् .","तस्याः उत्तरम् अब्रवीत् . तत् वचनम् श्रुत्वा हनूमान् हरि-पुङ्गवः दुःखात् दुःख-अभिभूतायाः सान्त्वम्","तस्यास्तद् वचनं श्रुत्वा हनूमान् हरिपुंगवः। दुःखाद् दुःखाभिभूतायाः सान्त्वमुत्तरमब्रवीत्॥"
"अहम् रामस्य सन्देशात् देवि दूतः तव आगतः वैदेहि कुशली रामः सः त्वाम् कौशलम् अब्रवीत् .","अहम् रामः सः त्वाम् कौशलम् अब्रवीत् . रामस्य सन्देशात् देवि दूतः तव आगतः वैदेहि कुशली","अहं रामस्य संदेशाद् देवि दूतस्तवागतः। वैदेहि कुशली रामः स त्वां कौशलमब्रवीत्॥"
"यः ब्राह्मम् अस्त्रम् वेदान् च वेद वेद-विदाम् वरः सः त्वाम् दाशरथी रामः देवि कौशलम् अब्रवीत् लक्ष्मणः च महा-तेजाः भर्तुः ते अनुचरः प्रियः कृतवान् शोक-सन्तप्तः शिरसा ते अभिवादनम् .","यः त्वाम् दाशरथी रामः देवि कौशलम् अब्रवीत् लक्ष्मणः च महा-तेजाः भर्तुः ब्राह्मम् ते अनुचरः प्रियः कृतवान् शोक-सन्तप्तः शिरसा ते अभिवादनम् . अस्त्रम् वेदान् च वेद वेद-विदाम् वरः सः","यो ब्राह्ममस्त्रं वेदांश्च वेद वेदविदां वरः। स त्वां दाशरथी रामो देवि कौशलमब्रवीत् ।। लक्ष्मणश्च महातेजा भर्तुस्तेऽनुचरः प्रियः। कृतवाञ्छोकसंतप्तः शिरसा तेऽभिवादनम्॥"
"सा तयोः कुशलम् देवी निशम्य नर-सिंहयोः प्रतिसंहृष्ट-सर्व-अङ्गी हनूमन्तम् अथ अब्रवीत् .","सा अब्रवीत् . तयोः कुशलम् देवी निशम्य नर-सिंहयोः प्रतिसंहृष्ट-सर्व-अङ्गी हनूमन्तम् अथ","सा तयोः कुशलं देवी निशम्य नरसिंहयोः। प्रतिसंहृष्टसर्वांगी हनूमन्तमथाब्रवीत्॥"
"कल्याणी बत गाथा इयम् लौकिकी प्रतिभाति मा एति जीवन्तम् आनन्दः नरम् वर्ष-शतात् अपि .","कल्याणी आनन्दः नरम् वर्ष-शतात् अपि . बत गाथा इयम् लौकिकी प्रतिभाति मा एति जीवन्तम्","कल्याणी बत गाथेयं लौकिकी प्रतिभाति मा। एति जीवन्तमानन्दो नरं वर्षशतादपि॥"
"तयोः समागमे तस्मिन् प्रीतिः उत्पादिता अद्भुता परस्परेण च आलापम् विश्वस्तौ तौ प्रचक्रतुः .","तयोः विश्वस्तौ तौ प्रचक्रतुः . समागमे तस्मिन् प्रीतिः उत्पादिता अद्भुता परस्परेण च आलापम्","तयोः समागमे तस्मिन् प्रीतिरुत्पादिताद्भुता। परस्परेण चालापं विश्वस्तौ तौ प्रचक्रतुः॥"
"तस्याः तत् वचनम् श्रुत्वा हनूमान् मारुत-आत्मजः सीतायाः शोक-तप्तायाः समीपम् उपचक्रमे .","तस्याः उपचक्रमे . तत् वचनम् श्रुत्वा हनूमान् मारुत-आत्मजः सीतायाः शोक-तप्तायाः समीपम्","तस्यास्तद् वचनं श्रुत्वा हनूमान् मारुतात्मजः। सीतायाः शोकतप्तायाः समीपमुपचक्रमे॥"
"यथा यथा समीपम् सः हनूमान् उपसर्पति तथा तथा रावणम् सा तम् सीता परिशङ्कते .","यथा सा तम् सीता परिशङ्कते . यथा समीपम् सः हनूमान् उपसर्पति तथा तथा रावणम्","यथा यथा समीपं स हनूमानुपसर्पति। तथा तथा रावणं सा तं सीता परिशङ्कते॥"
"अहो धिक् धिक् कृतम् इदम् कथितम् हि यत् अस्य मे रूप-अन्तरम् उपागम्य सः एव अयम् हि रावणः (अस्ति) .","अहो मे रूप-अन्तरम् उपागम्य सः एव अयम् हि रावणः (अस्ति) . धिक् धिक् कृतम् इदम् कथितम् हि यत् अस्य","अहो धिग् धिक्कृतमिदं कथितं हि यदस्य मे। रूपान्तरमुपागम्य स एवायं हि रावणः॥"
"ताम् अशोकस्य शाखाम् तु विमुक्त्वा शोक-कर्शिता तस्याम् एव अनवद्य-अङ्गी धरण्याम् समुपाविशत् .","ताम् धरण्याम् समुपाविशत् . अशोकस्य शाखाम् तु विमुक्त्वा शोक-कर्शिता तस्याम् एव अनवद्य-अङ्गी","तामशोकस्य शाखां तु विमुक्त्वा शोककर्शिता। तस्यामेवानवद्याङ्गी धरण्यां समुपाविशत्॥"
"अवन्दत महाबाहुः ततः ताम् जनक-आत्मजाम् सा च एनम् भय-सन्त्रस्ता भूयः न एनम् उदैक्षत (दृष्ट्वा)","अवन्दत भूयः न एनम् उदैक्षत (दृष्ट्वा) महाबाहुः ततः ताम् जनक-आत्मजाम् सा च एनम् भय-सन्त्रस्ता","अवन्दत महाबाहुस्ततस्तां जनकात्मजाम्। सा चैनं भयसंत्रस्ता भूयो नैनमुदैक्षत॥"
"तम् दृष्ट्वा वन्दमानम् च सीता शशि-निभ-आनना अब्रवीत् दीर्घम् उच्छ्वस्य वानरम् मधुर-स्वरा .","तम् वानरम् मधुर-स्वरा . दृष्ट्वा वन्दमानम् च सीता शशि-निभ-आनना अब्रवीत् दीर्घम् उच्छ्वस्य","तं दृष्ट्वा वन्दमानं च सीता शशिनिभानना। अब्रवीद् दीर्घमुच्छ्वस्य वानरं मधुरस्वरा॥"
"मायाम् प्रविष्टः मायावी यदि त्वम् रावणः स्वयम् उत्पादयसि मे भूयः सन्तापम् तत् न शोभनम् (असि)","मायाम् भूयः सन्तापम् तत् न शोभनम् (असि) प्रविष्टः मायावी यदि त्वम् रावणः स्वयम् उत्पादयसि मे","मायां प्रविष्टो मायावी यदि त्वं रावणः स्वयम्। उत्पादयसि मे भूयः संतापं तन्न शोभनम्॥"
"स्वम् परित्यज्य रूपम् यः परिव्राजक-रूपवान् जन-स्थाने मया दृष्टः त्वम् सः एव हि रावणः उपवास-कृशाम् दीनाम् कामरूप-निशाचर सन्तापयसि माम् भूयः सन्तापम् तत् न शोभनम् .","स्वम् सः एव हि रावणः उपवास-कृशाम् दीनाम् कामरूप-निशाचर सन्तापयसि माम् भूयः परित्यज्य सन्तापम् तत् न शोभनम् . रूपम् यः परिव्राजक-रूपवान् जन-स्थाने मया दृष्टः त्वम्","स्वं परित्यज्य रूपं यः परिव्राजकरूपवान्। जनस्थाने मया दृष्टस्त्वं स एव हि रावणः ।। उपवासकृशां दीनां कामरूप निशाचर। संतापयसि मां भूयः संतापं तन्न शोभनम्॥ "
"अथवा न एतत् एवम् हि यत् मया परिशङ्कितम् मनसः हि मम प्रीतिः उत्पन्ना तव दर्शनात् यदि रामस्य दूतः त्वम् आगतः भद्रम् अस्तु ते पृच्छामि त्वाम् हरि-श्रेष्ठ प्रिया राम-कथा हि मे (अस्ति) (अस्ति)","अथवा हि मम प्रीतिः उत्पन्ना तव दर्शनात् यदि रामस्य दूतः त्वम् न आगतः भद्रम् अस्तु ते पृच्छामि त्वाम् हरि-श्रेष्ठ प्रिया राम-कथा हि एतत् मे (अस्ति) (अस्ति) एवम् हि यत् मया परिशङ्कितम् मनसः","अथवा नैतदेवं हि यन्मया परिशङ्कितम्। मनसो हि मम प्रीतिरुत्पन्ना तव दर्शनात् ।। यदि रामस्य दूतस्त्वमागतो भद्रमस्तु ते। पृच्छामि त्वां हरिश्रेष्ठ प्रिया रामकथा हि मे॥"
"गुणान् रामस्य कथय प्रियस्य मम वानर चित्तम् हरसि मे सौम्य नदी-कूलम् यथा रयः (त्वम्)","गुणान् सौम्य नदी-कूलम् यथा रयः (त्वम्) रामस्य कथय प्रियस्य मम वानर चित्तम् हरसि मे","गुणान् रामस्य कथय प्रियस्य मम वानर। चित्तं हरसि मे सौम्य नदीकूलं यथा रयः॥"
"अहो स्वप्नस्य सुखता या अहम् एव चिर-आहृता प्रेषितम् नाम पश्यामि राघवेण वन-ओकसम् .","अहो पश्यामि राघवेण वन-ओकसम् . स्वप्नस्य सुखता या अहम् एव चिर-आहृता प्रेषितम् नाम","अहो स्वप्नस्य सुखता याहमेव चिराहृता। प्रेषितं नाम पश्यामि राघवेण वनौकसम्॥"
"स्वप्ने अपि यदि अहम् वीरम् राघवम् सह-लक्ष्मणम् पश्येयम् न अवसीदेयम् स्वप्नः अपि मम मत्सरी (भाति)","स्वप्ने अवसीदेयम् स्वप्नः अपि मम मत्सरी (भाति) अपि यदि अहम् वीरम् राघवम् सह-लक्ष्मणम् पश्येयम् न","स्वप्नेऽपि यद्यहं वीरं राघवं सहलक्ष्मणम्। पश्येयं नावसीदेयं स्वप्नोऽपि मम मत्सरी ।। "
"न अहम् स्वप्नम् इमम् मन्ये स्वप्ने दृष्ट्वा हि वानरम् न शक्यः अभ्युदयः प्राप्तुम् प्राप्तः च अभ्युदयः मम .","न न शक्यः अभ्युदयः प्राप्तुम् प्राप्तः च अभ्युदयः मम . अहम् स्वप्नम् इमम् मन्ये स्वप्ने दृष्ट्वा हि वानरम्","नाहं स्वप्नमिमं मन्ये स्वप्ने दृष्ट्वा हि वानरम्। न शक्योऽभ्युदयः प्राप्तुं प्राप्तश्चाभ्युदयो मम॥"
"किन्नु स्यात् चित्त-मोहः अयम् भवेत् वात-गतिः तु इयम् उन्मादजः विकारः वा स्यात् अयम् मृग-तृष्णिका .","किन्नु विकारः वा स्यात् अयम् मृग-तृष्णिका . स्यात् चित्त-मोहः अयम् भवेत् वात-गतिः तु इयम् उन्मादजः","किं नु स्याच्चित्तमोहोऽयं भवेद् वातगतिस्त्वियम्। उन्मादजो विकारो वा स्यादयं मृगतृष्णिका॥"
"अथवा न अयम् उन्मादः मोहः अपि उन्माद-लक्षणः सम्बुध्ये च अहम् आत्मानम् इमम् च अपि वन-ओकसम् (अस्ति)","अथवा अहम् आत्मानम् इमम् च अपि वन-ओकसम् (अस्ति) न अयम् उन्मादः मोहः अपि उन्माद-लक्षणः सम्बुध्ये च","अथवा नायमुन्मादो मोहोऽप्युन्मादलक्षणः। सम्बुध्ये चाहमात्मानमिमं चापि वनौकसम्॥"
"इति एवम् बहुधा सीता सम्प्रधार्य बल-अबलम् रक्षसाम् काम-रूपत्वात् मेने तम् राक्षस-अधिपम् .","इति तम् राक्षस-अधिपम् . एवम् बहुधा सीता सम्प्रधार्य बल-अबलम् रक्षसाम् काम-रूपत्वात् मेने","इत्येवं बहुधा सीता सम्प्रधार्य बलाबलम्। रक्षसां कामरूपत्वान्मेने तं राक्षसाधिपम्॥"
"एताम् बुद्धिम् तदा कृत्वा सीता सा तनु-मध्यमा न प्रतिव्याजहार वानरम् जनक-आत्मजा अथ .","एताम् वानरम् जनक-आत्मजा अथ . बुद्धिम् तदा कृत्वा सीता सा तनु-मध्यमा न प्रतिव्याजहार","एतां बुद्धिं तदा कृत्वा सीता सा तनुमध्यमा। न प्रतिव्याजहाराथ वानरं जनकात्मजा॥"
"सीतायाः निश्चितम् बुद्ध्वा हनूमान् मारुत-आत्मजः श्रोत्र-अनुकूलैः वचनैः तदा ताम् सम्प्रहर्षयन् .","सीतायाः सम्प्रहर्षयन् . निश्चितम् बुद्ध्वा हनूमान् मारुत-आत्मजः श्रोत्र-अनुकूलैः वचनैः तदा ताम्","सीताया निश्चितं बुद्‍ध्वा हनूमान् मारुतात्मजः। श्रोत्रानुकूलैर्वचनैस्तदा तां सम्प्रहर्षयन्॥"
"आदित्यः इव तेजस्वी लोक-कान्तः शशी यथा राजा सर्वस्य लोकस्य देवः वैश्रवणः यथा (यः) (अस्ति)","आदित्यः देवः वैश्रवणः यथा (यः) (अस्ति) इव तेजस्वी लोक-कान्तः शशी यथा राजा सर्वस्य लोकस्य","आदित्य इव तेजस्वी लोककान्तः शशी यथा। राजा सर्वस्य लोकस्य देवो वैश्रवणो यथा॥"
"विक्रमेण उपपन्नः च यथा विष्णुः महा-यशाः सत्य-वादी मधुर-वाक् देवः वाचस्पतिः यथा (अस्ति) (यः)","विक्रमेण वाचस्पतिः यथा (अस्ति) (यः) उपपन्नः च यथा विष्णुः महा-यशाः सत्य-वादी मधुर-वाक् देवः","विक्रमेणोपपन्नश्च यथा विष्णुर्महायशाः। सत्यवादी मधुरवाग् देवो वाचस्पतिर्यथा॥"
"रूपवान् सुभगः श्रीमान् कन्दर्पः इव मूर्तिमान् स्थान-क्रोधे प्रहर्ता च श्रेष्ठः लोके महा-रथः (अस्ति) (यः)","रूपवान् श्रेष्ठः लोके महा-रथः (अस्ति) (यः) सुभगः श्रीमान् कन्दर्पः इव मूर्तिमान् स्थान-क्रोधे प्रहर्ता च","रूपवान् सुभगः श्रीमान् कंदर्प इव मूर्तिमान्। स्थानक्रोधे प्रहर्ता च श्रेष्ठो लोके महारथः॥"
"बाहु-छायाम् अवष्टब्धः यस्य लोकः महा-आत्मनः अपक्रम्य आश्रम-पदात् मृग-रूपेण राघवम् (तम्)","बाहु-छायाम् (तम्) अवष्टब्धः यस्य लोकः महा-आत्मनः अपक्रम्य आश्रम-पदात् मृग-रूपेण राघवम्","बाहुच्छायामवष्टब्धो यस्य लोको महात्मनः। अपक्रम्याश्रमपदान्मृगरूपेण राघवम्॥"
"शून्ये येन अपनीता असि तस्य द्रक्ष्यसि तत् फलम् अचिरात् रावणम् सङ्ख्ये यः वधिष्यति वीर्यवान् .","शून्ये रावणम् सङ्ख्ये यः वधिष्यति वीर्यवान् . येन अपनीता असि तस्य द्रक्ष्यसि तत् फलम् अचिरात्","शून्ये येनापनीतासि तस्य द्रक्ष्यसि तत्फलम्। अचिराद् रावणं संख्ये यो वधिष्यति वीर्यवान्॥"
"क्रोध-प्रमुक्तैः इषुभिः ज्वलद्भिः इव पावकैः तेन अहम् प्रेषितः दूतः त्वत्-सकाशम् इह आगतः (वधिष्यति) (यः)","क्रोध-प्रमुक्तैः त्वत्-सकाशम् इह आगतः (वधिष्यति) (यः) इषुभिः ज्वलद्भिः इव पावकैः तेन अहम् प्रेषितः दूतः","क्रोधप्रमुक्तैरिषुभिर्ज्वलद्भिरिव पावकैः। तेनाहं प्रेषितो दूतस्त्वत्सकाशमिहागतः॥"
"त्वत्-वियोगेन दुःख-आर्तः सः त्वाम् कौशलम् अब्रवीत् लक्ष्मणः च महा-तेजाः सुमित्रानन्द-वर्धनः .","त्वत्-वियोगेन सुमित्रानन्द-वर्धनः . दुःख-आर्तः सः त्वाम् कौशलम् अब्रवीत् लक्ष्मणः च महा-तेजाः","त्वद्वियोगेन दुःखार्तः स त्वां कौशलमब्रवीत्। लक्ष्मणश्च महातेजाः सुमित्रानन्दवर्धनः॥"
"अभिवाद्य महा-बाहुः सः त्वाम् कौशलम् अब्रवीत् रामस्य च सखा देवि सुग्रीवः नाम वानरः .","अभिवाद्य देवि सुग्रीवः नाम वानरः . महा-बाहुः सः त्वाम् कौशलम् अब्रवीत् रामस्य च सखा","अभिवाद्य महाबाहुः स त्वां कौशलमब्रवीत्। रामस्य च सखा देवि सुग्रीवो नाम वानरः॥"
"राजा वानर-मुख्यानाम् सः त्वाम् कौशलम् अब्रवीत् नित्यम् स्मरति ते रामः स-सुग्रीवः स-लक्ष्मणः .","राजा रामः स-सुग्रीवः स-लक्ष्मणः . वानर-मुख्यानाम् सः त्वाम् कौशलम् अब्रवीत् नित्यम् स्मरति ते","राजा वानरमुख्यानां स त्वां कौशलमब्रवीत्। नित्यं स्मरति ते रामः ससुग्रीवः सलक्ष्मणः॥"
"दिष्ट्या जीवसि वैदेहि राक्षसी-वशम् आगता न चिरात् द्रक्ष्यसे रामम् लक्ष्मणम् च महा-रथम् .","दिष्ट्या लक्ष्मणम् च महा-रथम् . जीवसि वैदेहि राक्षसी-वशम् आगता न चिरात् द्रक्ष्यसे रामम्","दिष्ट्या जीवसि वैदेहि राक्षसीवशमागता। नचिराद् द्रक्ष्यसे रामं लक्ष्मणं च महारथम्॥"
"मध्ये वानर-कोटीनाम् सुग्रीवम् च अमित-ओजसम् अहम् सुग्रीव-सचिवः हनूमान् नाम वानरः (द्रक्ष्यसे) (अस्मि)","मध्ये वानरः (द्रक्ष्यसे) (अस्मि) वानर-कोटीनाम् सुग्रीवम् च अमित-ओजसम् अहम् सुग्रीव-सचिवः हनूमान् नाम","मध्ये वानरकोटीनां सुग्रीवं चामितौजसम्। अहं सुग्रीवसचिवो हनूमान् नाम वानरः॥"
"प्रविष्टः नगरीम् लङ्काम् लङ्घयित्वा महा-उदधिम् कृत्वा मूर्ध्नि पद-न्यासम् रावणस्य दुरात्मनः (उपयातः)","प्रविष्टः दुरात्मनः (उपयातः) नगरीम् लङ्काम् लङ्घयित्वा महा-उदधिम् कृत्वा मूर्ध्नि पद-न्यासम् रावणस्य","प्रविष्टो नगरीं लङ्कां लङ्घयित्वा महोदधिम्। कृत्वा मूर्ध्नि पदन्यासं रावणस्य दुरात्मनः॥"
