"padacchedah","anvaya","spart"
"यत् चक्षुषा न पश्यति येन चक्षूंषि पश्यति तत् एव ब्रह्म त्वम् विद्धि न इदम् यत् इदम् उपासते","यत् चक्षुषा न पश्यति येन चक्षूंषि पश्यति तत् एव ब्रह्म त्वम् विद्धि न इदम् यत् इदम् उपासते","यच्चक्षुषा न पश्यति येन चक्षूंषि पश्यति।#तदेव ब्रह्म त्वं विद्धि नेदं यदिदमुपासते॥6॥ "
"यत् श्रोत्रेण न शृणोति येन श्रोत्रम् इदम् श्रुतम् तत् एव ब्रह्म त्वम् विद्धि न इदम् यत् इदम् उपासते","यत् श्रोत्रेण न शृणोति येन इदम् श्रोत्रम् श्रुतम् तत् एव ब्रह्म त्वम् विद्धि न इदम् यत् इदम् उपासते","यच्छ्रोत्रेण न शृणोति येन श्रोत्रमिदं श्रुतम्।#तदेव ब्रह्म त्वं विद्धि नेदं यदिदमुपासते॥7॥ "
"यत् प्राणेन न प्राणिति येन प्राणः प्रणीयते तत् एव ब्रह्म त्वम् विद्धि न इदम् यत् इदम् उपासते","यत् प्राणेन न प्राणिति येन प्राणः प्रणीयते तत् एव ब्रह्म त्वम् विद्धि न इदम् यत् इदम् उपासते","यत्प्राणेन न प्राणिति येन प्राणः प्रणीयते।#तदेव ब्रह्म त्वं विद्धि नेदं यदिदमुपासते॥8॥ "
"यदि मन्यसे सु वेद इति दभ्रम् एव अपि नूनम् त्वम् वेत्थ ब्रह्मणः रूपम् यत् अस्य त्वम् यत् अस्य देवेषु अथ नु मीमांस्यम् एव ते मन्ये विदितम्","यदि मन्यसे सु वेद इति दभ्रम् एव अपि नूनम् त्वम् वेत्थ ब्रह्मणः रूपम् यत् अस्य त्वम् यत् अस्य देवेषु अथ नु ते मीमांस्यम् एव मन्ये विदितम्","यदि मन्यसे सु वेदेति दभ्रमेवापि नूनं त्वं वेत्थ ब्रह्मणो रूपम्।#यदस्य त्वं यदस्य देवेष्वथ नु मीमांस्यमेव ते मन्ये विदितम्॥1॥"
"न अहं मन्ये सु वेद इति नो न वेद इति वेद च यः नः तत् वेद तत् वेद नो न वेद इति वेद च","न अहं मन्ये सु वेद इति नो न वेद इति वेद च नः यः तत् नो न वेद वेद इति वेद च तत् वेद","नाहं मन्ये सु वेदेति नो न वेदेति वेद च।#यो नस्तद्वेद तद्वेद नो न वेदेति वेद च॥2॥ "
"यस्य अ-मतम् तस्य मतम् (अस्ति) मतम् यस्य न वेद सः अ-विज्ञातम् विजानताम् विज्ञातम् अ-विजानताम् (अस्ति)","यस्य अ-मतम् तस्य मतम् (अस्ति) यस्य मतम् सः न वेद अ-विज्ञातम् विजानताम् विज्ञातम् अ-विजानताम् (अस्ति)","यस्यामतं तस्य मतं मतं यस्य न वेद सः।#अविज्ञातं विजानतां विज्ञातमविजानताम्॥3॥ "
"प्रतिबोध-विदितम् मतम् अमृतत्वम् हि विन्दते आत्मना विन्दते वीर्यम् विद्यया विन्दते अमृतम्","प्रतिबोध-विदितम् मतम् हि विन्दते अमृतत्वम् आत्मना विन्दते वीर्यम् विद्यया विन्दते अमृतम्","प्रतिबोधविदितं मतममृतत्वं हि विन्दते।#आत्मना विन्दते वीर्यं विद्यया विन्दतेऽमृतम्॥4॥ "
"इह चेत् अवेदीत् अथ सत्यम् अस्ति न चेत् इह अवेदीत् महती विनष्टिः भूतेषु भूतेषु विचित्य धीराः प्रेत्य अस्मात् लोकात् अमृताः भवन्ति","इह चेत् अवेदीत् अथ सत्यम् न चेत् इह अवेदीत् अस्ति महती विनष्टिः भूतेषु भूतेषु विचित्य धीराः प्रेत्य अस्मात् लोकात् अमृताः भवन्ति","इह चेदवेदीदथ सत्यमस्ति न चेदिहावेदीन्महती विनष्टिः।#भूतेषु भूतेषु विचित्य धीराः प्रेत्यास्माल्लोकादमृता भवन्ति॥5॥ "
"तत् अभ्यद्रवत् तम् अभ्यवदत् कः असि इति अग्निः वै अहम् अस्मि इति अब्रवीत् जातवेदाः वै अहम् अस्मि इति","तत् अभ्यद्रवत् तम् अभ्यवदत् कः असि इति अग्निः वै अहम् अस्मि इति अब्रवीत् जातवेदाः वै अहम् अस्मि इति","तदभ्यद्रवत्तमभ्यवदत् कोऽसीत्यग्निर्वा अहमस्मीत्यब्रवीज्जातवेदा वा अहमस्मीति॥4॥"
"ब्रह्म ह देवेभ्यः विजिग्ये तस्य ह ब्रह्मणः विजये देवाः अमहीयन्त (अमहयन्त) ते ऐक्षन्त अस्माकम् एव अयम् विजयः अस्माकम् एव अयम् महिमा इति","ब्रह्म ह देवेभ्यः विजिग्ये तस्य ह ब्रह्मणः विजये देवाः अमहीयन्त (अमहयन्त) ते ऐक्षन्त अस्माकम् एव अयम् विजयः अस्माकम् एव अयम् महिमा इति","ब्रह्म ह देवेभ्यो विजिग्ये तस्य ह ब्रह्मणो विजये देवा अमहीयन्त।#त ऐक्षन्तास्माकमेवायं विजयोऽस्माकमेवायं महिमेति॥1॥ "
"सः तस्मिन् एव आकाशे स्त्रियम् आजगाम बहु-शोभमानाम् उमाम् हैमवतीम् ताम् ह उवाच किम् एतत् यक्षम् इति","सः तस्मिन् एव आकाशे स्त्रियम् आजगाम बहु-शोभमानाम् उमाम् हैमवतीम् ताम् ह उवाच किम् एतत् यक्षम् इति","स तस्मिन्नेवाकाशे स्त्रियमाजगाम बहु शोभमानामुमां हैमवतीं तां होवाच किमेतद्यक्षमिति॥12॥"
"तत् ह एषाम् विजज्ञौ तेभ्यः ह प्रादुर्बभूव तत् न व्यजानत किम् इदम् यक्षम् इति","तत् ह एषाम् विजज्ञौ तेभ्यः ह प्रादुर्बभूव तत् किम् इदम् यक्षम् इति न व्यजानत","तद्धैषां विजज्ञौ तेभ्यो ह प्रादुर्बभूव तन्न व्यजानत किमिदं यक्षमिति॥2॥"
"ते अग्निम् अब्रुवन् जातवेदः एतत् विजानीहि किम् एतत् यक्षम् इति तथेति","ते अग्निम् अब्रुवन् जातवेदः एतत् विजानीहि किम् एतत् यक्षम् इति तथेति","तेऽग्निमब्रुवन् जातवेद एतद्विजानीहि किमेतद्यक्षमिति तथेति॥3॥"
"","","तदभ्यद्रवत्तमभ्यवदत् कोऽसीत्यग्निर्वा अहमस्मीत्यब्रवीज्जातवेदा वा अहमस्मीति ॥ ४ ॥"
"तस्मिन् त्वयि किम् वीर्यम् (अस्ति) इति अपि इदम् सर्वम् दहेयम् यत् इदम् पृथिव्याम् इति","तस्मिन् त्वयि किम् वीर्यम् (अस्ति) इति इदम् सर्वम् अपि दहेयम् पृथिव्याम् इदम् यत् इति","तस्मिंस्त्वयि किं वीर्यमित्यपीदं सर्वं दहेयं यदिदं पृथिव्यामिति॥5॥"
"तस्मै तृणम् निदधौ एतत् दह इति तत् उपप्रेयाय सर्वजवेन तत् न शशाक दग्धुम् सः ततः एव निववृते न एतत् अशकम् विज्ञातुम् यत् एतत् यक्षम् इति (अस्ति)","तस्मै तृणम् निदधौ एतत् दह इति तत् सर्वजवेन उपप्रेयाय तत् दग्धुम् न शशाक सः ततः एव निववृते न एतत् अशकम् विज्ञातुम् यत् एतत् यक्षम् (अस्ति) इति","तस्मै तृणं निदधावेतद्दहेति तदुपप्रेयाय सर्वजवेन तन्न शशाक दग्धुं स तत एव निववृते नैतदशकं विज्ञातुं यदेतद्यक्षमिति॥6॥"
"अथ वायुम् अब्रुवन् वायो एतत् विजानीहि किम् एतत् यक्षम् इति तथेति","अथ वायुम् अब्रुवन् वायो एतत् विजानीहि किम् एतत् यक्षम् इति तथेति","अथ वायुमब्रुवन् वायवेतद्विजानीहि किमेतद्यक्षमिति तथेति॥7॥"
"तत् अभ्यद्रवत् तम् अभ्यवदत् कः असि इति वायुः वै अहम् अस्मि इति अब्रवीत् मातरिश्वा वै अहम् अस्मि इति","तत् अभ्यद्रवत् तम् अभ्यवदत् कः असि इति अब्रवीत् वायुः वै अहम् अस्मि इति मातरिश्वा वै अहम् अस्मि इति","तदभ्यद्रवत्तमभ्यवदत्कोऽसीति वायुर्वा अहमस्मीत्यब्रवीन्मातरिश्वा वा अहमस्मीति॥8॥"
"तस्मिन् त्वयि किम् वीर्यम् (अस्ति) इति अपि इदम् सर्वम् आददीय यत् इदम् पृथिव्याम् इति","तस्मिन् त्वयि किम् वीर्यम् (अस्ति) इति इदम् सर्वम् अपि आददीय पृथिव्याम् इदम् यत् इति","तस्मिंस्त्वयि किं वीर्यमित्यपीदं सर्वमाददीय यदिदं पृथिव्यामिति॥9॥"
"तस्मै तृणम् निदधौ एतत् आदत्स्व इति तत् उपप्रेयाय सर्वजवेन तत् न शशाक आदातुम् सः ततः एव निववृते न एतत् अशकम् विज्ञातुम् यत् एतत् इति यक्षम्","तस्मै तृणम् निदधौ एतत् आदत्स्व इति तत् उपप्रेयाय सर्वजवेन तत् न शशाक आदातुम् सः ततः एव निववृते न एतत् अशकम् विज्ञातुम् यत् एतत् इति यक्षम्","तस्मै तृणं निदधावेतदादत्स्वेति तदुपप्रेयाय सर्वजवेन तन्न शशाकादातुं स तत एव निववृते नैतदशकं विज्ञातुं यदेतद्यक्षमिति॥10॥"
"अथ इन्द्रम् अब्रुवन् मघवन् एतत् विजानीहि किम् एतत् यक्षम् इति तथेति तत् अभ्यद्रवत् तस्मात् तिरोदधे","अथ इन्द्रम् अब्रुवन् मघवन् एतत् विजानीहि एतत् यक्षम् किम् इति तथेति तत् अभ्यद्रवत् तस्मात् तिरोदधे","अथेन्द्रमब्रुवन्मघवन्नेतद्विजानीहि किमेतद्यक्षमिति।#तथेति तदभ्यद्रवत्तस्मात्तिरोदधे॥11॥"
"","","स तस्मिन्नेवाकाशे स्त्रियमाजगाम बहु शोभमानामुमां हैमवतीं तां होवाच किमेतद्यक्षमिति ॥ १२ ॥"
"सा ब्रह्म इति ह उवाच ब्रह्मणः वै एतत्-विजये महीयध्वम् इति ततः ह एव विदाम् चकार ब्रह्म इति","सा ह उवाच ब्रह्म इति ब्रह्मणः वै एतत्-विजये महीयध्वम् इति ततः ह एव ब्रह्म इति विदाम् चकार","ब्रह्मेति होवाच ब्रह्मणो वा एतद्विजये महीयध्वमिति ततो हैव विदाञ्चकार ब्रह्मेति॥1॥"
"तस्मात् वै एते देवाः अतितराम्-इव अन्यान् देवान् यत् अग्निः वायुः इन्द्रः ते हि एनद् नेदिष्ठम् पस्पशुः ते हि एनत् प्रथमः विदाञ्चकार ब्रह्म इति","यत् अग्निः वायुः इन्द्रः ते हि एनद् नेदिष्ठम् पस्पशुः ते हि प्रथमः एनत् ब्रह्म इति विदाञ्चकार तस्मात् एते वै देवाः अन्यान् देवान् अतितराम्-इव","तस्माद्वा एते देवा अतितरामिवान्यान्देवान्यदग्निर्वायुरिन्द्रस्ते ह्येनन्नेदिष्ठं पस्पर्शुस्ते ह्येनत्प्रथमो विदाञ्चकार ब्रह्मेति॥2॥"
"तस्मात् वा इन्द्रः अतितराम्-इव अन्यान् देवान् सः हि एनत् नेदिष्ठम् पस्पर्श सः हि एनत् प्रथमः विदाञ्चकार ब्रह्म इति","सः हि एनत् नेदिष्ठम् पस्पर्श हि सः प्रथमः एनत् ब्रह्म इति विदाञ्चकार तस्मात् इन्द्रः वा अन्यान् देवान् अतितराम्-इव","तस्माद्वा इन्द्रोऽतितरामिवान्यान्देवान्स ह्येनन्नेदिष्ठं पस्पर्श स ह्येनत्प्रथमो विदाञ्चकार ब्रह्मेति॥3॥"
"तस्य एषः आदेशः यत् एतत् विद्युतः व्यद्युतद् आ इति इद् न्यमीमिषद् आ इति अधिदैवतम्","तस्य एषः आदेशः यत् एतत् विद्युतः व्यद्युतद् आ इद् इति न्यमीमिषद् आ इति अधिदैवतम्","तस्यैष आदेशो यदेतद्विद्युतो व्यद्युतदा इतीन्न्यमीमिषदा इत्यधिदैवतम्॥4॥"
"अथ अध्यात्मम् यत् एतत् गच्छति इव च मनः अनेन च एतद् उपस्मरति अभीक्ष्णम् सङ्कल्पः","अथ अध्यात्मम् मनः एतत् यत् गच्छति इव च च अनेन एतद् अभीक्ष्णम् उपस्मरति सङ्कल्पः","अथाध्यात्मं यदेतद्गच्छतीव च मनोऽनेन चैतदुपस्मरत्यभीक्ष्णं सङ्कल्पः॥5॥"
"तत् ह तत् वनम् नाम तत् वनम् इति उपासितव्यम् सः यः एतत् एवम् वेद ह एनम् सर्वाणि भूतानि अभिसंवाञ्छन्ति","तत् ह तत् वनम् नाम तत् वनम् इति उपासितव्यम् सः यः एतत् एवम् वेद एनम् ह सर्वाणि भूतानि अभिसंवाञ्छन्ति","तद्ध तद्वनं नाम तद्वनमित्युपासितव्यं स य एतदेवं वेदाभि हैनं सर्वाणि भूतानि संवाञ्छन्ति॥6॥"
"उपनिषदम् भोः (त्वम्) ब्रूहि इति उक्ता ते उपनिषत् ब्राह्मीम् वाव (वयम्) ते उपनिषदम् अब्रूम इति","भोः उपनिषदम् (त्वम्) ब्रूहि इति ते उपनिषत् उक्ता ब्राह्मीम् वाव उपनिषदम् (वयम्) ते अब्रूम इति","उपनिषदं भो ब्रूहीत्युक्ता त उपनिषद्ब्राह्मीं वाव त उपनिषदमब्रूमेति॥7॥"
"तस्यै तपः दमः कर्म (च) इति प्रतिष्ठा (अस्ति) वेदाः सर्व-अङ्गानि सत्यम् आयतनम् (अस्ति)","तपः दमः कर्म (च) वेदाः इति तस्यै प्रतिष्ठा (अस्ति) सर्व-अङ्गानि सत्यम् आयतनम् (अस्ति)","तस्यै तपो दमः कर्मेति प्रतिष्ठा वेदाः सर्वाङ्गानि सत्यमायतनम्॥8॥"
"यः वै एताम् एवम् वेद अपहत्य पाप्मानम् अनन्ते स्वर्गे लोके ज्येये प्रतितिष्ठति प्रतितिष्ठति","यः वै एताम् एवम् वेद पाप्मानम् अपहत्य अनन्ते ज्येये स्वर्गे लोके प्रतितिष्ठति प्रतितिष्ठति","यो वा एतामेवं वेदापहत्य पाप्मानमनन्ते।#स्वर्गे लोके ज्येये प्रतितिष्ठति प्रतितिष्ठति॥9॥"
